Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
50,Travel_Rarely,679,Human Resources,22,3,Marketing,3,Male,56,2,2,Laboratory Technician,1,Single,16573,7587,6,No,19,3,4,0,15,4,3,34,13,9,12,No
18,Travel_Rarely,1375,Human Resources,9,1,Life Sciences,1,Female,83,4,1,Research Scientist,1,Married,6566,20212,3,No,18,4,1,0,27,2,4,18,7,10,0,No
44,Travel_Rarely,659,Human Resources,20,2,Other,4,Female,33,2,4,Sales Executive,2,Single,6999,17803,8,No,13,4,2,2,28,3,3,25,2,6,9,No
30,Travel_Rarely,795,Human Resources,1,3,Human Resources,1,Male,52,1,5,Research Scientist,1,Married,4866,26256,6,Yes,11,4,2,0,25,5,1,34,17,2,4,Yes
58,Travel_Frequently,1213,Sales,22,4,Marketing,4,Male,77,3,3,Research Director,2,Single,9937,18271,1,Yes,20,3,1,2,39,6,2,11,13,2,4,No
20,Travel_Rarely,545,Human Resources,15,3,Other,1,Female,71,3,1,Research Director,3,Married,3002,12269,3,No,13,3,1,2,1,1,3,7,19,4,16,No
56,Non-Travel,1116,Human Resources,21,5,Life Sciences,4,Female,32,2,2,Laboratory Technician,1,Divorced,17623,8088,4,No,18,3,1,2,9,3,1,36,7,10,13,Yes
23,Non-Travel,1455,Human Resources,26,3,Marketing,4,Female,32,2,5,Sales Representative,3,Single,19328,4345,1,No,21,4,2,2,12,4,2,9,16,12,5,No
25,Non-Travel,1262,Research & Development,6,5,Medical,4,Female,57,3,1,Sales Representative,2,Single,10047,11276,9,Yes,13,3,4,1,14,1,1,20,7,5,13,No
44,Travel_Rarely,456,Sales,19,2,Other,2,Male,92,1,1,Research Scientist,3,Divorced,16925,12543,7,No,15,3,2,2,8,1,4,28,4,7,11,No
26,Travel_Rarely,373,Sales,18,3,Life Sciences,3,Male,60,4,3,Human Resources,3,Single,13707,5005,0,Yes,12,4,3,0,26,3,4,30,11,0,0,No
54,Travel_Rarely,1142,Sales,6,2,Marketing,4,Male,39,4,4,Laboratory Technician,3,Single,11790,6435,2,No,11,4,2,3,7,3,2,39,1,6,4,No
50,Travel_Rarely,410,Human Resources,13,2,Medical,2,Female,78,2,4,Research Scientist,4,Divorced,16301,18220,0,No,21,3,3,1,5,3,2,6,16,7,13,No
59,Non-Travel,969,Human Resources,1,1,Medical,2,Female,50,3,4,Laboratory Technician,2,Divorced,16596,12687,4,Yes,20,4,3,3,35,6,2,33,12,4,6,No
41,Travel_Rarely,985,Research & Development,23,2,Life Sciences,1,Male,82,3,2,Research Scientist,2,Married,2353,16147,7,No,24,3,2,3,23,6,4,33,13,11,14,No
32,Non-Travel,253,Sales,23,2,Technical Degree,3,Male,83,3,1,Research Director,2,Divorced,11227,15613,6,No,15,4,2,3,2,5,4,29,8,9,8,No
49,Travel_Rarely,1383,Human Resources,26,3,Human Resources,3,Male,86,1,2,Healthcare Representative,2,Divorced,16828,17216,8,No,15,4,2,3,25,3,1,3,8,14,14,No
49,Non-Travel,719,Sales,13,3,Life Sciences,1,Male,49,2,1,Laboratory Technician,2,Single,18063,8628,1,Yes,16,4,4,3,35,5,4,29,8,1,15,No
41,Travel_Frequently,982,Research & Development,7,4,Medical,3,Male,78,2,3,Healthcare Representative,1,Divorced,9678,2076,7,Yes,12,4,2,0,20,0,2,24,19,3,8,No
58,Non-Travel,896,Research & Development,15,1,Medical,1,Male,36,2,3,Research Director,1,Single,13910,7752,7,Yes,19,4,1,2,12,2,3,13,5,5,6,No
29,Travel_Frequently,224,Research & Development,12,2,Life Sciences,2,Female,58,1,2,Sales Representative,1,Divorced,7864,20946,5,Yes,12,4,2,0,10,5,3,23,11,14,6,Yes
56,Travel_Rarely,1477,Sales,27,1,Technical Degree,2,Male,77,2,2,Manager,3,Divorced,15716,19956,2,Yes,12,3,3,1,7,2,2,30,9,8,16,No
19,Travel_Frequently,1396,Human Resources,26,5,Human Resources,4,Male,42,4,3,Sales Executive,3,Married,18868,25471,1,Yes,22,3,4,0,13,4,4,38,4,1,10,No
20,Travel_Rarely,718,Human Resources,1,2,Marketing,1,Male,32,2,5,Sales Executive,2,Divorced,16150,16994,7,No,15,3,4,1,32,0,2,27,17,14,5,No
54,Travel_Rarely,344,Research & Development,15,1,Life Sciences,2,Male,31,2,4,Sales Executive,4,Divorced,18074,7970,5,No,19,4,3,2,1,1,4,24,6,3,13,No
34,Travel_Rarely,947,Human Resources,4,4,Human Resources,2,Male,45,2,4,Research Director,2,Single,7125,9952,3,No,14,4,4,3,0,3,3,18,12,9,14,No
19,Travel_Rarely,549,Research & Development,13,4,Human Resources,1,Male,35,1,3,Research Director,1,Single,10204,24993,4,No,16,3,4,2,10,4,1,3,0,4,7,Yes
19,Travel_Rarely,1029,Sales,23,2,Other,2,Male,74,4,4,Sales Representative,2,Married,3347,26440,4,No,12,3,1,0,5,1,4,33,5,13,3,No
45,Travel_Rarely,1370,Research & Development,27,5,Medical,3,Female,34,4,5,Manager,3,Divorced,15743,13862,8,No,24,3,1,0,31,6,1,31,7,7,0,No
40,Travel_Rarely,619,Sales,25,4,Marketing,2,Male,85,3,5,Manufacturing Director,2,Single,4708,5111,8,Yes,23,4,4,2,14,2,3,24,8,7,5,No
54,Non-Travel,1264,Research & Development,5,4,Life Sciences,1,Female,61,3,1,Sales Executive,1,Divorced,11114,4737,7,Yes,14,3,2,2,11,1,1,21,6,1,0,Yes
49,Travel_Rarely,461,Human Resources,29,5,Medical,3,Female,78,4,2,Human Resources,2,Married,1637,11544,7,No,22,3,4,0,36,3,1,27,9,5,4,No
50,Travel_Rarely,107,Human Resources,2,1,Other,3,Female,42,2,4,Sales Executive,3,Single,6866,23788,1,No,19,3,1,2,28,3,2,17,7,5,4,No
18,Travel_Rarely,577,Research & Development,23,4,Other,2,Male,59,2,5,Manufacturing Director,4,Single,4008,6649,2,No,12,3,4,1,21,5,1,6,1,12,4,No
36,Travel_Rarely,1475,Human Resources,26,3,Medical,4,Male,54,2,2,Laboratory Technician,1,Married,17251,5868,7,No,11,4,2,1,13,5,3,10,17,14,16,No
19,Travel_Rarely,594,Human Resources,1,4,Technical Degree,3,Male,89,1,2,Sales Representative,2,Divorced,6600,21521,4,Yes,14,3,2,0,18,6,4,10,14,13,11,Yes
43,Travel_Frequently,932,Human Resources,16,1,Human Resources,1,Male,88,2,1,Healthcare Representative,3,Single,12649,9824,6,No,14,3,1,0,4,2,1,8,5,4,6,No
49,Non-Travel,1162,Sales,23,1,Life Sciences,4,Male,57,1,2,Healthcare Representative,1,Single,12366,24520,7,No,11,4,4,2,34,3,4,34,13,7,14,No
23,Travel_Rarely,692,Human Resources,6,2,Life Sciences,4,Male,87,4,2,Manufacturing Director,1,Married,12880,9799,5,No,14,4,1,2,24,0,2,36,17,9,12,Yes
49,Travel_Rarely,286,Sales,23,3,Life Sciences,3,Male,49,2,3,Sales Executive,3,Married,18783,21870,4,No,13,4,3,3,37,4,3,22,2,1,11,No
21,Travel_Rarely,853,Research & Development,16,1,Medical,2,Male,63,2,1,Healthcare Representative,2,Married,18889,14379,7,No,23,4,1,1,8,2,3,32,0,13,12,No
28,Travel_Frequently,192,Human Resources,14,5,Technical Degree,4,Male,34,3,1,Manufacturing Director,2,Divorced,9441,19386,0,Yes,12,4,1,0,6,2,4,0,0,12,5,Yes
34,Non-Travel,185,Human Resources,29,3,Marketing,2,Male,89,4,4,Research Director,2,Divorced,6320,10614,0,Yes,23,3,1,0,17,1,3,19,13,1,0,No
55,Travel_Rarely,1167,Human Resources,26,3,Other,3,Female,72,2,2,Research Scientist,1,Divorced,9727,13101,0,No,20,3,4,0,1,2,2,4,0,13,5,No
41,Travel_Rarely,236,Research & Development,3,5,Medical,1,Male,86,1,4,Research Director,4,Married,12724,9906,2,No,14,3,3,0,9,6,4,28,0,6,12,No
22,Travel_Rarely,520,Sales,15,4,Marketing,4,Male,86,4,5,Sales Executive,1,Single,7443,7359,9,Yes,18,4,4,3,1,4,3,25,3,8,12,No
51,Travel_Rarely,173,Sales,3,5,Other,1,Male,83,3,2,Manufacturing Director,2,Divorced,14394,22914,5,Yes,17,3,2,1,7,0,2,37,11,2,12,No
23,Travel_Rarely,1279,Human Resources,23,5,Other,2,Female,74,4,5,Laboratory Technician,1,Married,7952,11615,5,No,19,4,3,3,6,1,2,2,14,14,3,Yes
39,Travel_Rarely,1378,Research & Development,29,4,Technical Degree,2,Male,66,1,3,Healthcare Representative,4,Divorced,9649,20017,4,No,18,4,1,1,34,4,1,20,3,6,4,No
28,Travel_Rarely,270,Research & Development,2,4,Human Resources,1,Male,77,3,2,Healthcare Representative,1,Single,4369,25053,6,No,11,3,1,0,22,5,3,12,9,2,12,Yes
33,Non-Travel,269,Research & Development,1,4,Life Sciences,3,Female,83,1,4,Healthcare Representative,3,Single,8983,3753,4,No,22,4,1,1,7,2,4,30,10,11,8,No
50,Travel_Rarely,971,Research & Development,9,4,Marketing,3,Male,77,4,4,Manufacturing Director,2,Married,12888,15481,1,No,12,3,4,0,20,6,1,16,5,5,16,No
26,Non-Travel,421,Research & Development,9,4,Medical,4,Female,35,3,2,Research Director,2,Single,6635,16130,3,Yes,22,4,2,3,32,3,4,34,9,2,2,No
23,Travel_Rarely,555,Sales,23,5,Marketing,4,Female,63,1,4,Laboratory Technician,2,Married,5069,13114,0,Yes,12,3,3,1,0,5,1,22,11,0,14,No
33,Travel_Rarely,1043,Sales,7,2,Human Resources,3,Female,92,4,2,Manufacturing Director,1,Married,7251,24737,6,No,22,4,3,2,11,3,2,2,2,5,0,No
46,Travel_Rarely,889,Sales,3,2,Life Sciences,3,Female,77,1,1,Sales Executive,1,Married,12579,12495,3,No,18,4,4,1,10,4,1,1,14,10,8,No
20,Travel_Rarely,712,Human Resources,26,1,Marketing,1,Male,52,2,4,Sales Representative,1,Married,6737,26648,3,No,22,4,2,0,29,0,1,2,15,2,5,No
37,Non-Travel,1278,Research & Development,18,2,Human Resources,2,Female,42,4,2,Sales Executive,2,Single,10439,2146,3,No,14,3,3,2,3,3,1,19,9,0,0,No
53,Travel_Rarely,988,Human Resources,11,2,Medical,2,Female,76,3,2,Research Scientist,1,Single,3573,9507,2,No,19,4,4,0,33,6,3,8,10,4,6,No
36,Travel_Rarely,448,Research & Development,7,5,Technical Degree,4,Male,73,3,4,Sales Representative,2,Single,1125,18700,7,No,12,3,2,2,22,4,1,3,15,7,9,No
43,Travel_Rarely,1296,Sales,9,4,Other,3,Male,61,2,1,Sales Executive,1,Single,10421,17977,3,Yes,24,4,2,2,31,1,2,24,16,7,5,No
20,Travel_Frequently,109,Human Resources,1,4,Medical,1,Male,55,1,4,Laboratory Technician,2,Married,12403,10797,7,No,14,3,3,1,2,2,4,0,13,7,6,Yes
36,Non-Travel,839,Sales,29,5,Life Sciences,4,Female,82,1,2,Manager,3,Married,2306,10766,8,No,23,4,3,1,27,0,3,38,15,2,5,No
37,Travel_Rarely,1388,Research & Development,14,2,Other,1,Male,43,3,1,Manager,1,Single,3101,3177,0,No,23,3,2,2,3,6,2,11,13,14,7,No
49,Travel_Rarely,1370,Research & Development,20,5,Medical,3,Female,81,1,5,Manager,2,Divorced,15681,13518,3,No,11,4,3,2,11,6,3,39,5,7,1,No
24,Travel_Rarely,766,Research & Development,6,1,Medical,3,Female,65,4,3,Research Scientist,3,Divorced,1135,5422,5,No,13,4,4,2,23,0,4,39,9,3,8,Yes
58,Non-Travel,645,Sales,7,4,Medical,3,Male,37,4,4,Research Scientist,3,Divorced,8311,4594,7,Yes,16,4,2,0,32,1,4,23,16,14,8,No
50,Non-Travel,228,Research & Development,10,3,Medical,2,Male,69,3,2,Manager,4,Single,18843,13074,5,No,19,3,3,1,2,0,4,8,9,7,6,No
57,Travel_Frequently,700,Sales,7,1,Other,3,Male,51,4,1,Healthcare Representative,1,Married,1812,26887,5,No,21,4,3,0,3,4,3,19,9,2,8,No
56,Travel_Rarely,704,Human Resources,26,1,Life Sciences,4,Male,45,3,1,Sales Representative,2,Married,11130,19148,9,No,11,4,4,1,29,0,3,4,13,2,16,Yes
35,Travel_Rarely,426,Research & Development,2,5,Human Resources,2,Male,89,1,5,Sales Representative,4,Divorced,18254,26220,3,No,15,4,3,3,5,0,4,19,19,0,2,No
57,Travel_Rarely,1079,Research & Development,4,2,Marketing,1,Male,89,1,4,Healthcare Representative,1,Divorced,16227,24661,8,No,22,3,3,0,29,0,4,20,16,7,15,No
18,Travel_Rarely,503,Research & Development,21,4,Technical Degree,4,Female,39,1,1,Research Director,3,Married,14760,13392,6,No,12,4,3,1,7,4,2,1,8,7,15,No
28,Non-Travel,728,Human Resources,28,3,Marketing,4,Female,54,2,5,Manager,1,Divorced,9826,2435,5,No,17,3,1,2,17,5,4,20,14,8,1,No
45,Travel_Rarely,1482,Research & Development,17,1,Marketing,1,Male,60,3,2,Healthcare Representative,2,Divorced,14939,5351,0,No,14,3,4,2,15,2,1,23,6,5,10,Yes
42,Travel_Rarely,817,Sales,1,3,Technical Degree,2,Female,50,4,5,Manufacturing Director,3,Married,1668,13169,1,Yes,15,4,4,1,5,3,3,8,1,11,15,No
40,Travel_Frequently,1140,Sales,10,2,Other,4,Female,62,1,4,Sales Representative,4,Divorced,18677,21314,5,No,18,4,1,2,23,5,2,38,3,1,14,No
48,Non-Travel,373,Research & Development,19,2,Life Sciences,4,Female,60,2,5,Manufacturing Director,1,Divorced,9460,18518,0,No,12,3,4,2,27,0,3,29,19,0,0,No
47,Travel_Rarely,784,Research & Development,15,3,Technical Degree,4,Female,50,4,1,Healthcare Representative,1,Single,9673,23002,4,No,13,3,3,3,31,1,4,17,17,7,16,No
59,Travel_Rarely,215,Human Resources,10,4,Life Sciences,2,Female,65,4,1,Healthcare Representative,4,Divorced,4390,10995,0,No,21,4,3,3,24,6,1,9,10,9,2,Yes
52,Travel_Rarely,960,Human Resources,19,2,Other,2,Female,94,4,3,Sales Executive,1,Single,10453,4366,2,Yes,15,3,3,3,27,1,4,20,4,3,6,No
24,Travel_Rarely,792,Human Resources,12,3,Marketing,2,Male,33,1,5,Sales Executive,1,Married,16904,14367,6,No,20,3,4,0,20,4,3,21,7,10,10,No
33,Travel_Rarely,1214,Research & Development,24,1,Life Sciences,4,Male,97,4,2,Laboratory Technician,1,Single,16396,13454,4,No,14,4,4,3,7,2,2,16,19,13,13,No
43,Travel_Rarely,1205,Human Resources,16,3,Other,3,Male,33,3,4,Laboratory Technician,3,Married,5334,11668,9,No,15,4,2,3,35,0,3,4,4,10,15,No
19,Travel_Rarely,423,Human Resources,9,3,Other,1,Female,38,2,3,Research Scientist,3,Single,17285,5415,0,No,13,3,1,3,8,4,2,5,1,6,5,No
18,Travel_Rarely,1060,Sales,15,5,Human Resources,3,Male,59,4,5,Research Scientist,2,Single,3235,12232,0,No,23,3,4,1,39,3,1,9,4,13,1,No
29,Travel_Frequently,213,Human Resources,27,2,Technical Degree,2,Male,74,4,2,Manager,1,Single,6019,19390,7,No,22,4,2,2,20,2,4,1,2,9,10,No
22,Travel_Rarely,1181,Sales,28,4,Human Resources,4,Male,33,3,3,Sales Executive,2,Divorced,19961,26292,8,Yes,19,3,1,1,0,2,4,6,11,14,10,No
54,Travel_Rarely,253,Sales,17,4,Marketing,4,Female,98,4,1,Manager,3,Divorced,1675,6691,6,No,18,3,1,3,3,4,1,3,18,11,9,No
49,Non-Travel,1389,Human Resources,14,5,Technical Degree,3,Male,52,1,4,Healthcare Representative,1,Divorced,19823,9669,2,No,24,4,3,0,9,5,3,36,6,3,3,Yes
26,Travel_Frequently,414,Sales,27,4,Marketing,3,Female,45,1,5,Manager,2,Divorced,10873,26213,5,No,16,3,3,1,25,6,1,18,18,0,16,No
58,Non-Travel,1164,Research & Development,18,3,Human Resources,1,Male,51,1,2,Healthcare Representative,1,Divorced,6587,20280,2,Yes,24,3,2,3,39,1,4,27,3,7,9,No
52,Non-Travel,204,Research & Development,26,5,Other,4,Male,77,4,1,Sales Representative,1,Single,6945,21449,9,Yes,11,3,2,0,2,5,2,19,13,9,8,No
36,Non-Travel,1316,Human Resources,2,1,Marketing,3,Male,91,2,3,Sales Executive,4,Divorced,5767,4748,3,Yes,14,3,3,0,8,2,4,29,18,13,12,No
33,Travel_Rarely,1401,Research & Development,4,2,Technical Degree,1,Female,89,2,4,Laboratory Technician,2,Married,8004,25076,3,No,17,4,3,0,31,1,3,37,17,8,10,No
20,Non-Travel,453,Sales,18,2,Technical Degree,2,Female,34,4,3,Manager,3,Single,8728,4661,2,Yes,20,3,1,2,2,2,2,1,6,9,9,No
37,Non-Travel,1115,Research & Development,7,2,Marketing,3,Female,36,2,3,Sales Executive,2,Single,7609,21362,9,No,15,3,1,0,3,6,3,2,14,14,4,No
41,Non-Travel,832,Human Resources,13,3,Technical Degree,2,Female,80,2,2,Sales Representative,2,Married,8131,25333,5,No,14,4,4,3,5,2,4,38,0,8,2,No
50,Non-Travel,808,Human Resources,15,1,Other,1,Female,94,4,1,Manufacturing Director,2,Divorced,18696,24759,4,No,19,3,3,1,8,2,4,24,11,8,3,No
41,Travel_Rarely,1379,Sales,25,5,Other,2,Male,38,1,5,Laboratory Technician,4,Married,5099,24843,8,No,18,3,1,1,25,3,2,1,18,11,2,No
28,Travel_Rarely,750,Human Resources,23,5,Technical Degree,4,Male,74,4,2,Human Resources,1,Single,19038,17173,8,No,13,4,2,3,1,1,3,38,5,11,9,No
25,Travel_Rarely,923,Research & Development,28,2,Marketing,4,Female,76,1,4,Sales Executive,3,Single,16859,13599,2,No,24,3,1,2,1,3,2,14,12,10,12,No
53,Travel_Rarely,1046,Human Resources,22,1,Human Resources,2,Female,96,1,3,Research Director,4,Single,16582,8107,8,Yes,16,3,3,2,20,1,2,2,5,10,4,No
55,Travel_Rarely,760,Sales,26,1,Technical Degree,4,Male,53,2,4,Sales Executive,3,Married,18669,14698,2,No,22,3,1,0,21,6,3,4,12,11,12,No
57,Non-Travel,198,Human Resources,1,1,Technical Degree,1,Female,39,2,2,Healthcare Representative,4,Divorced,12639,24885,3,No,24,3,3,3,2,6,2,39,14,3,0,No
37,Travel_Rarely,687,Research & Development,11,4,Technical Degree,4,Male,77,1,2,Research Director,1,Single,6180,15309,0,Yes,24,3,1,0,34,3,1,35,15,14,10,No
52,Travel_Frequently,381,Sales,10,4,Technical Degree,2,Female,64,1,5,Manager,3,Divorced,18763,4661,4,No,22,3,4,0,37,3,2,39,7,8,2,No
42,Travel_Rarely,502,Research & Development,25,2,Marketing,2,Male,83,2,3,Sales Representative,2,Single,17192,17133,8,No,14,3,4,3,32,3,4,37,12,10,16,No
52,Non-Travel,1232,Sales,5,1,Human Resources,2,Female,45,3,2,Research Director,4,Divorced,18029,24549,1,No,17,4,2,2,14,6,3,36,12,3,12,No
42,Travel_Rarely,799,Human Resources,16,1,Human Resources,3,Female,82,1,4,Manager,3,Married,6412,10210,3,No,11,4,2,2,10,6,4,26,19,1,15,No
46,Travel_Rarely,298,Sales,11,5,Life Sciences,2,Male,69,1,5,Manager,1,Single,5652,5358,9,No,11,4,3,1,9,4,1,4,19,9,5,No
35,Travel_Rarely,1426,Sales,21,5,Technical Degree,1,Male,49,1,4,Manager,3,Single,7834,2275,1,No,24,3,3,3,35,3,1,16,11,2,6,No
35,Non-Travel,426,Human Resources,6,2,Technical Degree,4,Female,98,2,3,Healthcare Representative,4,Single,5451,6078,7,No,22,4,3,0,13,5,2,37,18,1,14,No
19,Non-Travel,253,Research & Development,9,1,Life Sciences,4,Female,74,4,5,Research Director,1,Married,8084,23138,8,No,22,4,1,3,1,5,4,11,16,13,4,No
52,Non-Travel,651,Human Resources,13,2,Human Resources,3,Male,35,1,5,Research Scientist,2,Married,13862,13137,2,No,16,4,1,0,36,2,2,30,2,0,15,No
33,Travel_Frequently,504,Sales,24,5,Medical,3,Female,98,1,5,Sales Representative,4,Divorced,15692,6698,8,No,20,4,1,1,28,0,2,32,14,10,5,No
58,Travel_Rarely,561,Human Resources,8,5,Other,1,Male,78,1,1,Manufacturing Director,4,Married,17748,2364,5,No,21,3,2,1,34,3,4,28,16,5,2,No
53,Non-Travel,231,Sales,14,4,Medical,2,Male,68,4,5,Sales Executive,1,Single,3655,12165,5,Yes,23,3,3,1,19,0,1,37,5,3,11,No
50,Non-Travel,890,Human Resources,24,2,Human Resources,3,Female,31,4,4,Healthcare Representative,4,Divorced,8433,2794,6,No,23,3,1,1,20,0,1,2,18,6,3,No
21,Travel_Rarely,973,Human Resources,1,2,Technical Degree,4,Male,68,1,4,Laboratory Technician,3,Married,2314,15646,4,No,24,4,2,0,33,2,1,37,11,6,2,No
50,Non-Travel,183,Research & Development,17,1,Medical,3,Male,50,1,3,Manufacturing Director,2,Divorced,15902,25179,5,Yes,17,3,4,2,32,0,3,39,3,13,15,No
31,Non-Travel,853,Sales,24,1,Marketing,3,Female,69,3,2,Sales Representative,3,Divorced,6272,7870,0,Yes,23,4,3,0,18,6,3,29,11,9,15,No
38,Travel_Frequently,727,Research & Development,5,4,Marketing,2,Male,83,4,2,Healthcare Representative,1,Divorced,1218,2589,2,Yes,19,3,4,1,7,0,2,21,1,0,14,Yes
37,Non-Travel,1232,Sales,25,3,Life Sciences,3,Male,41,3,1,Manufacturing Director,4,Single,5703,22678,8,No,17,3,2,2,30,6,3,37,6,11,8,No
25,Travel_Rarely,320,Human Resources,2,3,Human Resources,1,Male,66,1,5,Sales Executive,2,Single,16994,6313,4,No,19,4,3,3,10,6,3,31,15,12,1,No
24,Travel_Frequently,652,Sales,25,3,Human Resources,4,Male,67,1,1,Manager,1,Married,2539,18211,4,Yes,20,4,1,0,7,5,4,9,11,8,5,No
20,Travel_Rarely,1491,Research & Development,28,2,Medical,2,Female,44,1,3,Manager,3,Single,14145,23129,7,No,24,3,2,3,24,6,2,31,15,7,13,No
34,Non-Travel,1270,Research & Development,24,2,Technical Degree,4,Male,36,1,3,Sales Representative,4,Divorced,18986,9377,1,No,19,3,4,1,19,0,2,3,13,9,8,No
50,Non-Travel,211,Research & Development,9,5,Human Resources,1,Female,79,2,2,Sales Executive,4,Divorced,6064,10861,6,Yes,24,3,4,3,37,1,4,28,0,0,9,No
29,Travel_Frequently,714,Sales,4,2,Medical,1,Male,94,2,3,Manufacturing Director,1,Single,14788,19821,8,Yes,24,4,4,2,6,3,1,7,8,14,14,Yes
39,Travel_Frequently,1023,Research & Development,17,2,Medical,3,Female,96,2,5,Human Resources,3,Divorced,18489,14952,6,No,18,4,2,2,12,3,4,19,6,12,3,No
39,Travel_Rarely,574,Research & Development,17,2,Other,3,Male,73,3,4,Manager,4,Single,12603,11047,4,Yes,17,4,2,2,38,0,1,6,4,7,4,No
47,Non-Travel,935,Research & Development,21,4,Other,3,Female,60,4,3,Research Scientist,3,Divorced,3488,6033,5,Yes,22,4,3,0,9,2,2,0,9,4,5,Yes
55,Travel_Rarely,370,Human Resources,18,2,Human Resources,4,Male,72,1,1,Manufacturing Director,2,Married,19802,20277,3,No,13,3,3,3,7,1,2,24,9,0,14,No
55,Travel_Frequently,520,Human Resources,16,1,Medical,1,Male,77,4,5,Manager,4,Married,17411,25903,6,No,21,4,4,3,19,2,3,25,17,14,1,No
25,Travel_Rarely,806,Sales,8,1,Life Sciences,2,Male,90,2,3,Manufacturing Director,2,Single,9207,20226,0,No,24,4,2,3,16,2,3,8,6,3,15,No
44,Travel_Frequently,1490,Sales,26,5,Life Sciences,3,Male,39,1,3,Sales Representative,4,Single,13770,24628,3,No,13,4,3,1,10,0,4,22,17,6,4,No
44,Travel_Frequently,1403,Research & Development,11,4,Other,4,Female,58,1,5,Laboratory Technician,1,Single,8977,18710,2,No,21,3,2,0,15,4,3,39,12,13,3,No
51,Travel_Rarely,1406,Human Resources,21,1,Human Resources,3,Female,77,3,3,Manager,4,Single,5661,20784,3,Yes,15,3,1,0,36,0,2,1,10,11,0,No
38,Travel_Rarely,139,Research & Development,21,4,Technical Degree,1,Male,91,4,4,Manufacturing Director,4,Single,5549,26490,0,Yes,17,4,2,3,31,5,2,25,9,4,7,No
47,Travel_Rarely,288,Research & Development,18,4,Life Sciences,2,Female,42,3,2,Laboratory Technician,3,Divorced,16029,6278,1,No,23,4,4,0,25,4,1,13,8,10,9,No
50,Non-Travel,1287,Human Resources,23,5,Life Sciences,1,Male,73,2,5,Laboratory Technician,3,Married,5973,22934,8,No,22,3,2,3,36,6,3,30,14,2,14,No
45,Travel_Rarely,1093,Human Resources,29,4,Other,4,Male,76,4,1,Research Scientist,2,Divorced,9436,9500,6,No,20,3,4,3,8,1,1,25,13,11,1,No
50,Travel_Rarely,635,Human Resources,24,2,Other,3,Female,93,2,3,Laboratory Technician,2,Married,11086,6015,5,Yes,17,4,3,3,34,4,2,18,2,10,11,No
22,Travel_Frequently,1127,Sales,10,4,Human Resources,1,Female,82,3,2,Sales Executive,2,Divorced,18740,23836,1,Yes,11,3,3,2,2,0,3,37,13,3,9,Yes
36,Travel_Frequently,389,Sales,13,5,Other,4,Female,73,3,1,Laboratory Technician,4,Divorced,7964,22690,0,Yes,18,4,3,1,30,0,1,4,15,1,11,No
21,Travel_Rarely,532,Research & Development,17,5,Marketing,3,Male,57,1,1,Human Resources,4,Divorced,15842,10242,1,No,11,3,1,0,6,2,2,5,2,7,8,No
52,Non-Travel,570,Sales,18,5,Medical,2,Male,31,4,4,Manufacturing Director,2,Single,2745,9826,6,Yes,23,4,4,1,1,0,1,34,7,11,7,No
34,Non-Travel,1304,Human Resources,10,1,Life Sciences,1,Female,86,4,2,Laboratory Technician,1,Married,13697,11201,1,No,24,4,1,2,24,6,3,15,1,1,1,No
45,Non-Travel,1371,Human Resources,16,2,Marketing,3,Male,86,1,5,Research Director,1,Single,4879,25167,2,No,21,4,1,0,39,5,1,30,1,13,6,No
47,Travel_Rarely,727,Sales,20,1,Technical Degree,3,Female,63,4,2,Sales Executive,4,Single,19499,21941,7,Yes,14,4,3,3,11,0,1,17,17,12,3,No
46,Travel_Rarely,378,Research & Development,5,3,Marketing,3,Female,87,2,2,Healthcare Representative,1,Divorced,3267,17105,6,Yes,12,3,4,1,29,3,2,13,6,10,7,No
23,Travel_Frequently,976,Research & Development,13,2,Human Resources,3,Female,81,2,1,Sales Executive,1,Married,19651,2153,8,No,15,3,2,2,29,3,3,24,16,5,12,Yes
52,Travel_Rarely,680,Sales,18,4,Technical Degree,1,Female,58,3,4,Sales Representative,2,Married,10688,10773,3,Yes,16,4,2,0,28,2,4,14,5,13,2,No
58,Travel_Frequently,962,Research & Development,17,5,Technical Degree,3,Female,64,2,4,Healthcare Representative,1,Married,16065,19171,6,Yes,14,3,4,0,10,4,4,25,9,6,4,No
54,Travel_Frequently,353,Research & Development,9,3,Other,4,Female,77,4,2,Research Scientist,1,Married,11988,6886,0,Yes,24,4,2,1,22,4,1,35,6,6,7,No
41,Travel_Rarely,280,Research & Development,14,2,Marketing,1,Male,62,1,2,Sales Executive,4,Single,5481,21765,1,No,22,3,3,1,16,3,2,10,3,12,1,No
46,Travel_Frequently,780,Human Resources,17,1,Human Resources,3,Male,38,3,3,Sales Representative,4,Single,1929,25950,6,No,23,4,3,0,12,5,3,36,10,0,9,No
